system:index,Elevation,LST,Latitude,Longitude,NDBI,NDVI,Population,.geo
7839,581,40.18669259000001,19.85768282815988,75.39323812578233,-0.0017087867613994063,0.2568269013766644,12.435240745544434,"{""type"":""Point"",""coordinates"":[75.39323812578233,19.85768282815988]}"
7840,610,47.079129920000014,19.940832748107795,75.20811064353454,0.16939163498098858,0.16708962201148658,1.8378102779388428,"{""type"":""Point"",""coordinates"":[75.20811064353454,19.940832748107795]}"
7841,587,46.40407097000002,19.846771814275986,75.39680102313244,0.09633569739952719,0.14189693801344286,9.074673652648926,"{""type"":""Point"",""coordinates"":[75.39680102313244,19.846771814275986]}"
7842,569,45.966564410000046,19.8427917550393,75.42304520662205,0.04793621959834494,0.09291010194624652,11.310951232910156,"{""type"":""Point"",""coordinates"":[75.42304520662205,19.8427917550393]}"
7843,619,39.14761451000004,19.935515458408435,75.39623544539177,-0.019406171162429653,0.3852848101265823,7.224073886871338,"{""type"":""Point"",""coordinates"":[75.39623544539177,19.935515458408435]}"
7845,656,46.4604683,19.913458574349434,75.4980374394258,0.12387904066736184,0.16840495063273536,2.892298460006714,"{""type"":""Point"",""coordinates"":[75.4980374394258,19.913458574349434]}"
7846,598,42.42207767000002,19.848667935215115,75.35968549536732,0.06856861780619773,0.057050351680250085,67.3136978149414,"{""type"":""Point"",""coordinates"":[75.35968549536732,19.848667935215115]}"
7847,686,43.28854574000002,19.931337880816095,75.50369040074528,0.10613694556867928,0.18182810964289614,2.9107859134674072,"{""type"":""Point"",""coordinates"":[75.50369040074528,19.931337880816095]}"
7848,498,43.23385742000005,19.736224680450672,75.28513124293512,0.008985879332477536,0.3092142453363482,4.77105188369751,"{""type"":""Point"",""coordinates"":[75.28513124293512,19.736224680450672]}"
7849,560,43.83542894000004,19.83911844509123,75.4937602231346,0.07201328745995966,0.15505020673360898,3.0695178508758545,"{""type"":""Point"",""coordinates"":[75.4937602231346,19.83911844509123]}"
